Suburb,Type,Price,BuildingArea,YearBuilt
Heidelberg Heights,h,600000,200,2012
Heidelberg Heights,u,450000,82,
Heidelberg Heights,h,1060000,,
Heidelberg Heights,h,850000,,
Heidelberg Heights,h,510000,,
Heidelberg Heights,h,1100000,,1925
Heidelberg Heights,h,915000,101,1950
Heidelberg Heights,u,400000,83,1970
Heidelberg Heights,h,526000,,1994
Heidelberg Heights,h,570000,,
Heidelberg Heights,h,550000,90,1960
Heidelberg Heights,h,510000,,
Heidelberg Heights,h,590000,80,1955
Heidelberg Heights,h,920000,97,1950
Heidelberg Heights,h,460000,79,1955
Heidelberg Heights,h,662500,,
Heidelberg Heights,h,1000500,191,1950
Heidelberg Heights,h,631000,99,1960
Heidelberg West,h,765000,,
Heidelberg West,h,691000,86,1965
Heidelberg West,h,560000,87,1960
Heidelberg West,h,735000,,
Heidelberg West,h,830000,,
Heidelberg West,h,330000,,
Heidelberg West,h,405000,,
Heidelberg West,t,370000,90,2013
Heidelberg West,h,532000,86,1955
Heidelberg West,h,740000,,1960
Heidelberg West,h,686000,,
Heidelberg West,h,501500,,
Heidelberg West,h,525500,,
Heidelberg West,h,525000,,1970
Heidelberg West,h,710000,107,
Heidelberg West,h,808000,,
Heidelberg West,h,652000,,
Heidelberg West,h,515500,111,1960
Heidelberg West,h,800000,88,1950
Heidelberg West,h,450000,,1960
Heidelberg West,h,605000,,
Heidelberg West,h,620000,88,1950
Heidelberg West,h,497500,,
Heidelberg West,u,360000,85,1970
Heidelberg West,h,440500,81,1955
Heidelberg West,h,758000,152,1955
Heidelberg West,h,690500,,
Heidelberg West,h,752000,,
Heidelberg West,h,777000,,
Heidelberg West,h,680000,,
Heidelberg West,h,480000,13,1980
Heidelberg West,h,715000,196,1990
Heidelberg West,h,520000,,
Heidelberg West,h,646250,18,1965
Heidelberg West,h,1375000,106,1960
Heidelberg West,h,722000,99,1950
Heidelberg West,h,715000,,
Heidelberg West,h,636000,,
Heidelberg West,h,590000,,
Heidelberg West,h,820000,,
Heidelberg West,h,725000,77,1960
Heidelberg West,h,705000,,
Heidelberg West,h,710000,,
Heidelberg West,h,415000,,
Heidelberg West,h,392000,,
Heidelberg West,h,961000,,
Heidelberg West,h,507000,,
Heidelberg West,h,465000,85,1960
Heidelberg West,h,675000,,
Hughesdale,h,1550000,97,1950
Hughesdale,u,516000,76,1970
Hughesdale,h,1340000,128,1920
Hughesdale,u,855000,,
Hughesdale,h,1316000,126,1949
Hughesdale,t,828000,118,2002
Hughesdale,h,1055000,97,1930
Hughesdale,u,623000,90,1970
Hughesdale,h,2120000,315,1925
Hughesdale,h,1745000,185,1925
Hughesdale,h,1700000,180,1940
Hughesdale,u,420000,70,2010
Hughesdale,u,375500,,1970
Hughesdale,h,1350000,,
Hughesdale,h,900000,,
Hughesdale,h,1262000,,
Hughesdale,h,1337000,100,1930
Hughesdale,u,455000,60,1960
Hughesdale,u,400000,88,1975
Hughesdale,u,648000,,
Hughesdale,h,1210000,122,1940
Hughesdale,h,1167500,184,1950
Hughesdale,t,900000,154,1975
Hughesdale,h,1322000,,
Hughesdale,h,677500,83,1950
Ivanhoe,u,480000,,
Ivanhoe,u,430000,,1970
Ivanhoe,u,460000,,1970
Ivanhoe,h,1601000,,
Ivanhoe,h,2265000,208,1925
Ivanhoe,h,1680000,,
Ivanhoe,u,440000,,1960
Ivanhoe,h,2350000,,
Ivanhoe,t,962000,,
Ivanhoe,h,981000,378,2016
Ivanhoe,h,2400000,201,1920
Ivanhoe,t,890000,140,2005
Ivanhoe,u,490000,,1960
Ivanhoe,u,739000,91,1965
Ivanhoe,h,1340000,,
Ivanhoe,h,785000,110,1950
Ivanhoe,h,1155000,170,1945
Ivanhoe,h,1300000,,
Ivanhoe,h,1020000,78,1955
Ivanhoe,h,1796000,,
Ivanhoe,h,790000,,
Ivanhoe,h,1465000,126,1960
Ivanhoe,t,855000,130,1980
Ivanhoe,u,705000,,
Ivanhoe,u,504000,,
Ivanhoe,u,413000,59,1960
Ivanhoe,t,1010000,,2003
Ivanhoe,h,1220000,110,1975
Ivanhoe,h,1605000,165,1920
Ivanhoe,u,587000,78,1960
Ivanhoe,u,475000,,1960
Ivanhoe,h,1075000,,1950
Ivanhoe,u,465000,,1970
Ivanhoe,t,610000,,
Ivanhoe,u,690000,83,
Ivanhoe,h,1535000,140,1950
Ivanhoe,h,1470000,217,1950
Ivanhoe,h,1486000,158,1930
Ivanhoe,u,420000,,1970
Ivanhoe,t,750000,,1990
Ivanhoe,u,460000,,
Ivanhoe,h,1615000,,
Ivanhoe,h,1730000,292,2007
Ivanhoe,t,779000,,1970
Ivanhoe,h,1850000,232,2000
Ivanhoe,h,1910000,,
Ivanhoe,h,2600000,411,1920
Ivanhoe,u,500000,70,1960
Ivanhoe,h,950000,,
Ivanhoe,u,450000,,
Ivanhoe,h,1102000,115,1950
Ivanhoe,h,1275000,169,1950
Ivanhoe,h,1065000,,
Ivanhoe,t,785000,135,2010
Ivanhoe,h,1223500,136,1980
Ivanhoe,u,845000,,1980
Ivanhoe,h,1720000,233,1935
Ivanhoe,h,1225000,130,1930
Ivanhoe,u,630000,,
Ivanhoe,h,1460000,181,1940
Ivanhoe,u,421000,58,1992
Ivanhoe,h,2090000,315,1980
Ivanhoe,h,1758000,,
Ivanhoe,t,700000,110,1990
Ivanhoe,h,1420000,,2006
Ivanhoe,t,550000,,1970
Ivanhoe,h,2595000,407,2007
Ivanhoe,t,710000,120,2012
Ivanhoe,u,650000,96,2000
Ivanhoe,u,385000,,1970
Kealba,h,740000,,
Kealba,h,500000,,
Kealba,h,365000,,
Kealba,h,570000,,
Kealba,h,515000,114,1975
Kealba,h,1095000,414,
Kealba,h,582000,186,1980
Kealba,h,545000,163,1980
Kealba,h,461000,,
Kealba,h,751000,305,2000
Kealba,h,500000,100,1985
Kealba,h,560000,155,1980
Kealba,h,320000,,
Kealba,h,450000,,
Keilor East,h,703000,200,1995
Keilor East,h,650000,104,1970
Keilor East,t,770000,201,2010
Keilor East,t,480000,,2012
Keilor East,h,590000,,1974
Keilor East,h,900000,125,2011
Keilor East,h,935000,,
Keilor East,h,700000,116,1999
Keilor East,h,675000,,
Keilor East,h,816000,188,1978
Keilor East,h,845000,126,1965
Keilor East,h,725000,,1965
Keilor East,h,772000,132,1980
Keilor East,h,650000,113,2013
Keilor East,h,757000,140,1960
Keilor East,h,690000,148,1970
Keilor East,t,785000,,
Keilor East,h,583000,133,2003
Keilor East,h,920000,,1975
Keilor East,h,880000,123,1980
Keilor East,u,580000,138,2013
Keilor East,t,886000,257,1950
Keilor East,h,970000,,
Keilor East,h,920000,182,1992
Keilor East,h,625000,,
Keilor East,h,825000,,
Keilor East,h,695000,,
Keilor East,h,915000,,
Keilor East,h,976000,212,1980
Keilor East,t,520000,,
Keilor East,h,1420000,250,2011
Keilor East,h,900000,127,1970
Keilor East,u,470000,88,
Keilor East,h,1100000,,
Keilor East,u,470000,,
Keilor East,h,380000,,
Keilor East,u,560000,102,2000
Keilor East,h,1010000,268,1980
Keilor East,h,740000,,
Keilor East,h,630000,,
Keilor East,h,835000,184,1990
Keilor East,t,705000,156,1995
Keilor East,t,680000,154,1998
Keilor East,h,871000,,
Keilor East,h,808000,,
Keilor East,h,891000,,
Keilor East,h,785000,141,1965
Keilor East,h,695000,154,1970
Keilor East,t,807000,,
Keilor East,u,502000,85,1990
Keilor East,h,770000,174,1970
Keilor East,h,700000,,
Keilor East,h,570000,120,1970
Keilor East,h,830000,198,1995
Keilor East,h,600000,125,1970
Keilor East,h,825000,126,2017
Keilor East,h,680000,,
Keilor East,h,720000,18,
Keilor East,h,735000,184,2000
Keilor East,h,875000,130,1970
Keilor East,h,601200,147,1960
Keilor East,h,695000,,
Keilor East,h,680000,105,1980
Keilor East,t,660000,,
Keilor East,h,650000,,
Keilor East,h,900000,,
Keilor East,h,823000,,
Keilor East,h,847000,,
Keilor East,h,705000,201,1970
Keilor East,t,710000,133,2013
Keilor East,h,732000,233,1980
Keilor East,h,715000,123,1970
Kensington,h,785000,64,
Kensington,h,852000,138,2000
Kensington,h,1037000,106,1910
Kensington,h,775000,,
Kensington,h,1470000,121,1910
Kensington,u,630000,,
Kensington,t,845000,105,
Kensington,u,492500,81,2008
Kensington,u,420000,55,1970
Kensington,t,650000,,
Kensington,h,1050000,,1900
Kensington,h,1291000,,
Kensington,u,420000,80,2002
Kensington,h,961000,,
Kensington,h,1271000,113,1900
Kensington,h,1010000,104,1900
Kensington,t,750000,112,2002
Kensington,h,1675000,,
Kensington,h,905000,126,1999
Kensington,h,960000,72,1900
Kensington,h,1031000,99,1900
Kensington,t,918000,,1998
Kensington,h,870000,95,1992
Kensington,h,1165000,135,1910
Kensington,h,1710000,270,1890
Kensington,u,360000,,
Kensington,h,1455000,120,1900
Kensington,u,365000,47,2012
Kensington,u,551000,,
Kensington,u,442000,71,2010
Kensington,h,765000,76,1965
Kensington,u,515000,81,2010
Kensington,u,570000,,1990
Kensington,u,370000,50,2012
Kensington,h,1005000,,
Kensington,h,1234500,127,2008
Kensington,u,666000,92,1998
Kensington,h,825000,88,1915
Kensington,t,770000,,
Kensington,h,1135000,,
Kensington,h,975000,,
Kensington,t,812000,79,1887
Kensington,h,1900000,270,1890
Kensington,u,445000,67,1997
Kensington,h,732000,130,2002
Kensington,h,1260000,147,1900
Kensington,h,1000000,132,1997
Kensington,h,1155000,101,1890
Kensington,t,700000,,1997
Kensington,h,813500,,
Kensington,u,526000,,
Kensington,t,790000,136,2003
Kensington,h,1365000,,
Kensington,t,700000,97,2009
Kensington,u,370000,,
Kensington,h,1230000,109,1915
Kensington,u,460000,84,2010
Kensington,u,395000,80,2002
Kensington,h,1001000,,
Kensington,h,850000,90,1900
Kensington,h,1335000,,
Kensington,h,868000,103,2000
Kensington,h,960000,,1900
Kensington,t,773000,90,1970
Kensington,u,631090,94,2012
Kensington,u,410000,86,2000
Kensington,u,425000,59,2006
Kensington,h,1211000,,
Kensington,u,506000,,
Kensington,h,806000,,
Kensington,h,829000,,
Kensington,h,786000,,
Kensington,u,458000,,
Kew,h,1635000,,1990
Kew,h,4800000,,
Kew,u,562500,,
Kew,u,520000,12,
Kew,h,4350000,,1930
Kew,h,1528500,,
Kew,u,630000,,1970
Kew,h,1690000,,
Kew,u,610000,72,1968
Kew,h,1490000,,1970
Kew,u,588000,,1982
Kew,u,882000,141,1950
Kew,u,831000,,1970
Kew,h,2130000,,1985
Kew,u,650000,,
Kew,u,599000,,
Kew,u,820000,,
Kew,h,2200000,,
Kew,h,3550000,374,1935
Kew,h,1326000,80,1890
Kew,u,610000,,1960
Kew,h,1950000,251,2000
Kew,h,1875000,,
Kew,h,2850000,,
Kew,h,2550000,220,1930
Kew,h,1878000,426,2015
Kew,h,1910000,199,2016
Kew,h,1410000,127,1885
Kew,u,515000,,
Kew,h,2310000,175,1920
Kew,h,890000,,1970
Kew,h,1668000,,
Kew,h,2315000,183,1900
Kew,t,800000,97,1970
Kew,h,1950000,,
Kew,h,4850000,400,1930
Kew,h,2770000,,1927
Kew,h,6500000,365,1890
Kew,u,580000,90,1970
Kew,u,525000,,
Kew,h,1905000,190,1910
Kew,u,478000,51,1970
Kew,u,672000,77,1966
Kew,h,2286000,237,1975
Kew,h,1575000,80,1940
Kew,u,590000,80,1975
Kew,u,765000,,1960
Kew,h,1507000,,
Kew,h,972500,,1970
Kew,t,672000,,1980
Kew,h,2350000,358,1983
Kew,h,1312000,180,1955
Kew,u,890000,87,1965
Kew,h,2117000,,
Kew,h,1331000,89,1940
Kew,h,1800000,187,1940
Kew,h,2513000,,
Kew,h,1476000,203,1997
Kew,h,2590000,215,1928
Kew,h,2625000,225,1890
Kew,h,2265000,242,1930
Kew,h,1975000,1022,1890
Kew,h,2075000,,
Kew,h,2550000,342,2016
Kew,h,2240000,,
Kew,h,1275000,,
Kew,t,1330000,184,1995
Kew,u,720000,,
Kew,h,1450000,204,1998
Kew,h,3650000,282,1960
Kew,u,551000,86,1992
Kew,h,2800000,,
Kew,u,557000,,
Kew,h,1410000,,
Kew,t,1000000,,
Kew,h,2450000,,1900
Kew,h,2460000,293,1910
Kew,h,2850000,248,1890
Kew,h,2425000,237,1890
Kew,u,610000,72,1968
Kew,u,955000,121,1980
Kew,t,707500,86,1992
Kew,h,1410000,,
Kew,t,732000,110,1980
Kew,h,2875000,90,1910
Kew,h,1565000,,1947
Kew,u,480000,,2005
Kew,h,1725000,,
Kew,h,1500000,130,1941
Kew,h,1750000,230,2010
Kew,u,1100000,115,1935
Kew,h,1290000,,
Kew,h,1440000,130,1900
Kew,h,2560000,346,1990
Kew,h,2600000,281,1959
Kew,h,2245000,,
Kew,h,3280000,147,1979
Kew,t,730000,,
Kew,h,4005000,,2009
Kew,h,1211000,,
Kew,u,891000,,
Kew,u,620000,112,1970
Kew,h,2600000,700,1992
Kew,h,2800000,241,1900
Kew,h,1420000,153,1999
Kew,h,1800000,139,1910
Kew,h,3065000,,
Kew,u,395000,55,2005
Kew,h,2250000,307,1890
Kew East,h,2490000,14,
Kew East,u,620000,,1970
Kew East,h,1750000,,
Kew East,h,1950000,253,1940
Kew East,u,605000,83,1960
Kew East,h,1920000,152,1940
Kew East,h,1610000,,
Kew East,h,1850000,,
Kew East,h,1615000,127,1933
Kew East,h,1830000,,1930
Kew East,h,1300000,,
Kew East,h,1880000,,
Kew East,h,2081000,311,1960
Kew East,h,1315000,200,1930
Kew East,h,1750000,160,1930
Kew East,h,3028000,,
Kew East,h,2100000,360,1950
Kew East,u,1110000,,
Kew East,h,2175000,,1940
Kew East,h,1300000,310,1968
Kew East,h,1350000,,2005
Kew East,t,1963000,,2010
Kew East,h,1315000,200,1930
Kew East,t,1620000,167,2012
Kew East,h,1770000,,
Kew East,t,1260000,,1990
Kooyong,h,1290000,,
Maidstone,h,670000,,
Maidstone,t,615000,161,2007
Maidstone,h,715000,128,1970
Maidstone,h,826000,185,2012
Maidstone,u,275000,63,1960
Maidstone,h,711000,69,1920
Maidstone,t,640000,,
Maidstone,h,1200000,,
Maidstone,h,927000,139,
Maidstone,t,695000,124,2012
Maidstone,h,880000,,
Maidstone,u,485000,,
Maidstone,h,490000,91,1960
Maidstone,h,725000,,
Maidstone,h,676500,,
Maidstone,h,502000,79,2005
Maidstone,h,721000,121,1955
Maidstone,h,1048000,,1920
Maidstone,u,520000,184,
Maidstone,h,1000000,,
Maidstone,h,580000,,
Maidstone,h,840000,81,1900
Maidstone,u,335000,70,2009
Maidstone,h,893000,,
Maidstone,h,832000,125,1950
Maidstone,h,646000,95,1900
Maidstone,h,673000,107,1910
Maidstone,t,728000,,
Maidstone,t,600000,112,
Maidstone,h,695000,146,2007
Maidstone,h,935000,,
Maidstone,u,349000,69,2011
Maidstone,t,555000,121,2012
Maidstone,h,815000,,
Maidstone,h,915000,,
Maidstone,u,352500,66,2012
Maidstone,h,600000,,
Maidstone,h,690000,,
Maidstone,h,1350000,358,2009
Maidstone,h,930000,,
Maidstone,t,510000,91,2014
Maidstone,h,725500,,
Maidstone,h,746000,,1950
Maidstone,h,750000,,
Maidstone,u,360000,90,
Maidstone,h,765000,,1955
Maidstone,h,1060000,,
Maidstone,h,740000,,1950
Maidstone,h,770000,,1955
Maidstone,h,490000,80,1960
Maidstone,t,657000,,
Maidstone,h,830000,,
Maidstone,h,675000,80,1950
Maidstone,h,865000,121,1940
Maidstone,t,600000,112,2012
Maidstone,h,773000,137,1970
Maidstone,h,905000,,
Malvern,u,570500,,
Malvern,u,1350000,,
Malvern,h,2050000,180,1890
Malvern,h,2300000,,1977
Malvern,h,3460000,309,2016
Malvern,h,2400000,195,1890
Malvern,u,569000,,1970
Malvern,h,2025000,105,1910
Malvern,h,1950000,,
Malvern,h,1895000,,
Malvern,u,635000,,1970
Malvern,u,611000,68,2008
Malvern,h,1611000,,
Malvern,h,3800000,392,2016
Malvern,t,1390000,181,1995
Malvern,h,780000,,
Malvern,h,4700000,,
Malvern,h,2415000,128,1910
Malvern,u,566000,80,1970
Malvern,h,1437000,132,1910
Malvern,t,500000,54,1970
Malvern,u,1155000,,2002
Malvern,h,3010000,,
Malvern,u,650000,,
Malvern,h,3400000,339,1920
Malvern,h,2355000,235,1985
Malvern,h,4240000,320,1890
Malvern,u,927000,,
Malvern,h,1326000,100,1900
Malvern,h,4525000,159,1925
Malvern,u,660000,,
Malvern,h,1617000,,
Malvern,h,1965000,185,1890
Malvern,h,2325000,,
Malvern,h,3470000,248,1915
Malvern,u,740000,91,1967
Malvern,h,2325000,233,2006
Malvern,h,1970000,106,1910
Malvern,u,405000,,
Malvern,h,1475000,95,2001
Malvern,u,640000,,
Malvern,u,700000,,1998
Malvern,u,1000000,,
Malvern,u,584000,74,1971
Malvern,u,420000,,
Malvern,h,2300000,,1920
Malvern East,h,1490000,137,1910
Malvern East,h,1210000,146,1993
Malvern East,h,1300000,,
Malvern East,h,1675000,,
Malvern East,u,980000,,1940
Malvern East,h,2400000,,
Malvern East,h,2355000,223,1915
Malvern East,h,1036000,102,1910
Malvern East,h,1301000,,
Malvern East,h,2273000,254,1930
Malvern East,h,2350000,327,1915
Malvern East,h,1215000,,
Malvern East,u,447000,,1990
Malvern East,h,2200000,,
Malvern East,h,2200000,215,1920
Malvern East,u,790000,109,1970
Malvern East,h,2250000,,
Malvern East,h,1185000,180,1950
Malvern East,h,1837000,196,1920
Malvern East,h,1105000,,
Malvern East,t,1253000,135,1994
Malvern East,h,1505000,,
Malvern East,h,1500000,,
Malvern East,h,1400000,,
Malvern East,u,720000,,
Malvern East,h,2210000,,
Malvern East,t,940000,,
Malvern East,h,1810000,,1934
Malvern East,t,922000,138,2000
Malvern East,h,4802500,267,1919
Malvern East,u,350000,117,1975
Malvern East,h,1555000,150,1950
Malvern East,h,2123000,254,1930
Malvern East,h,2800000,,1925
Malvern East,h,2305000,,
Malvern East,h,1700000,110,1930
Malvern East,h,2500000,,
Malvern East,u,370000,,1965
Malvern East,h,1150000,119,1960
Malvern East,h,1600000,,
Malvern East,h,2001000,243,1910
Malvern East,h,1915000,126,1920
Malvern East,h,1690000,,1920
Malvern East,t,1135000,130,1988
Malvern East,t,1240000,180,1990
Malvern East,t,1120000,151,1990
Malvern East,h,1625000,,
Malvern East,h,1500000,165,1886
Malvern East,h,1400000,,
Malvern East,u,707500,83,1975
Malvern East,u,835000,118,1930
Malvern East,h,1870000,152,1930
Malvern East,h,1580000,260,1920
Malvern East,u,820000,104,2013
Malvern East,u,480000,74,1970
Malvern East,h,1420000,,
Malvern East,t,1370000,204,
Malvern East,h,1680000,201,1998
Malvern East,h,2960000,,
Malvern East,h,2110000,,
Malvern East,h,1300000,,
Malvern East,h,1750000,,
Malvern East,u,300000,42,2013
Malvern East,h,1100000,126,1960
Malvern East,u,373000,38,1965
Malvern East,h,1230000,,
Malvern East,u,536000,,1960
Malvern East,h,2412000,,
Malvern East,t,2560000,337,2012
Malvern East,h,960000,114,1970
Malvern East,u,315000,46,1940
Malvern East,h,1297000,147,1948
Malvern East,t,1015000,134,2013
Malvern East,u,523000,62,1960
Malvern East,h,1335000,133,1965
Malvern East,h,1055000,,
Malvern East,u,425000,57,1997
Malvern East,h,1670000,155,1920
Malvern East,h,1350000,90,2010
Malvern East,h,1650000,114,1925
Malvern East,h,1550000,,1970
Malvern East,h,950000,132,1999
Malvern East,h,1782500,126,1950
Malvern East,h,2490000,,
Malvern East,t,500000,,
Malvern East,t,650000,120,2015
Maribyrnong,h,870000,,
Maribyrnong,u,635000,,
Maribyrnong,h,975000,154,1970
Maribyrnong,t,560000,115,2004
Maribyrnong,t,560000,,2000
Maribyrnong,t,355000,88,2004
Maribyrnong,t,550000,138,2000
Maribyrnong,u,420000,103,1940
Maribyrnong,h,399000,53,1985
Maribyrnong,h,940000,,
Maribyrnong,h,1105000,142,1950
Maribyrnong,t,730000,132,2000
Maribyrnong,u,425000,,
Maribyrnong,u,662500,121,2006
Maribyrnong,h,986500,,
Maribyrnong,t,410000,71,2000
Maribyrnong,h,930000,,
Maribyrnong,h,920000,110,1920
Maribyrnong,h,1320000,211,1900
Maribyrnong,h,1150000,286,2002
Maribyrnong,h,680000,,
Maribyrnong,h,990000,,
Maribyrnong,u,330000,,
Maribyrnong,t,1011000,,
Maribyrnong,h,847000,200,2002
Maribyrnong,u,400000,87,2007
Maribyrnong,h,1100000,,
Maribyrnong,h,1072000,175,1955
Maribyrnong,t,479000,,
Maribyrnong,t,470000,,
Maribyrnong,t,510000,142,2010
Maribyrnong,t,865000,3,2010
Maribyrnong,u,488000,,
Maribyrnong,h,940000,,2004
Maribyrnong,t,570000,128,2009
Maribyrnong,h,335000,99,
Maribyrnong,h,1900000,374,2013
Maribyrnong,t,429000,88,1980
Maribyrnong,u,495000,,
Maribyrnong,t,820000,,
Maribyrnong,h,456000,95,2005
Maribyrnong,u,566000,80,2012
Maribyrnong,t,408000,84,1980
Maribyrnong,h,1040000,,
Maribyrnong,u,470000,79,2011
Maribyrnong,h,1460000,,
Maribyrnong,h,780000,184,2000
Maribyrnong,t,675000,,
Maribyrnong,t,440000,85,2000
Maribyrnong,h,1048700,245,1999
Maribyrnong,t,400000,85,2000
Maribyrnong,h,1215000,142,1950
Maribyrnong,h,1180000,166,1960
Maribyrnong,h,1117000,207,2005
Maribyrnong,u,420000,68,1970
Maribyrnong,t,1000000,,
Maribyrnong,h,770000,231,2000
Maribyrnong,h,905000,,
Maribyrnong,h,1151000,232,1950
Maribyrnong,h,907000,124,1950
Maribyrnong,u,570000,204,2012
Maribyrnong,h,820000,160,2006
Maribyrnong,h,940000,141,1940
Maribyrnong,h,1030000,196,1925
Maribyrnong,h,1350000,,
Maribyrnong,h,1230000,215,2009
Maribyrnong,h,460000,,2001
Maribyrnong,h,884500,234,2005
Maribyrnong,h,1010000,,1940
Maribyrnong,h,820000,,
Maribyrnong,h,820000,176,2006
Maribyrnong,u,330000,,1970
Melbourne,u,427000,,
Melbourne,u,1160500,,2006
Melbourne,u,780000,85,1997
Melbourne,u,535000,84,2001
Melbourne,u,450000,55,2014
Melbourne,u,360000,66,1974
Melbourne,u,665000,80,2004
Melbourne,u,386000,64,1976
Melbourne,u,659000,59,2006
Melbourne,u,671000,,
Melbourne,u,545000,67,2002
Melbourne,u,450000,57,1960
Melbourne,u,432000,51,2005
Melbourne,u,400000,,2005
Melbourne,u,210000,,
Melbourne,u,750000,122,1998
Melbourne,u,375000,47,2014
Melbourne,u,680000,102,1965
Melbourne,u,470000,55,1917
Melbourne,u,650000,92,
Melbourne,u,483000,68,2004
Melbourne,u,610000,,
Melbourne,u,700000,64,1920
Melbourne,u,520000,68,2005
Melbourne,u,440000,65,1920
Melbourne,u,436000,,
Melbourne,u,733000,94,1965
Melbourne,u,675000,,2014
Melbourne,h,1630000,,
Melbourne,u,760000,89,1997
Melbourne,u,360000,69,2009
Melbourne,u,390000,,2012
Middle Park,h,2600000,133,1900
Middle Park,h,2350000,132,1900
Middle Park,h,2956000,,
Middle Park,u,535000,58,1930
Middle Park,u,400000,,
Middle Park,h,1690000,,
Middle Park,h,1020000,,1900
Middle Park,h,1515000,,
Middle Park,u,700000,67,1970
Middle Park,h,2360000,,1900
Middle Park,h,2005000,,
Middle Park,u,702000,,1970
Middle Park,h,3120000,100,1900
Middle Park,h,1025000,73,1910
Middle Park,h,1920000,82,1910
Middle Park,h,2623000,212,2010
Middle Park,h,1500000,165,1880
Middle Park,h,1630000,113,1915
Middle Park,h,1910000,125,1900
Mont Albert,h,1320000,115,1950
Mont Albert,h,2850000,,
Mont Albert,u,750000,80,2003
Mont Albert,h,2588000,225,1920
Mont Albert,h,1955000,,
Mont Albert,h,1400000,25,1979
Mont Albert,u,665000,,
Mont Albert,h,2714000,,
Mont Albert,h,2350000,,
Mont Albert,h,2200000,199,1930
Mont Albert,t,660000,,
Mont Albert,t,1310000,148,2001
Mont Albert,u,540000,,1960
Mont Albert,h,2335000,170,1938
Mont Albert,h,2000000,,1929
Mont Albert,h,1815000,207,1950
Mont Albert,u,725000,116,2005
Mont Albert,h,3900000,327,1903
Mont Albert,h,666000,,
Mont Albert,t,1200000,152,2000
Mont Albert,h,1564000,117,1950
Mont Albert,u,520000,92,2005
Moonee Ponds,u,670000,120,2000
Moonee Ponds,h,1715000,,
Moonee Ponds,h,1055000,189,2009
Moonee Ponds,u,348000,63,2007
Moonee Ponds,h,1780000,201,1920
Moonee Ponds,h,2150000,,
Moonee Ponds,h,1730000,,
Moonee Ponds,h,1440000,196,1880
Moonee Ponds,h,1225000,120,1920
Moonee Ponds,h,1445000,178,1920
Moonee Ponds,h,990000,107,1900
Moonee Ponds,h,1400000,,
Moonee Ponds,h,1550000,258,2014
Moonee Ponds,h,1170000,102,1930
Moonee Ponds,h,1120000,138,1915
Moonee Ponds,u,675000,,
Moonee Ponds,h,880000,,
Moonee Ponds,h,1530000,152,1906
Moonee Ponds,h,1350000,,1880
Moonee Ponds,h,832000,111,1997
Moonee Ponds,u,420000,82,1950
Moonee Ponds,h,2400000,308,1900
Moonee Ponds,u,565000,115,2001
Moonee Ponds,u,550000,85,1990
Moonee Ponds,h,1211000,146,1910
Moonee Ponds,h,2405000,,
Moonee Ponds,h,1395000,,
Moonee Ponds,h,1630000,199,1900
Moonee Ponds,h,1160000,133,1910
Moonee Ponds,h,1065000,,
Moonee Ponds,h,1361500,145,1920
Moonee Ponds,h,945000,97,1890
Moonee Ponds,u,360000,54,1965
Moonee Ponds,h,860000,80,1920
Moonee Ponds,h,1260000,,
Moonee Ponds,h,1637000,190,1900
Moonee Ponds,h,1505000,168,2007
Moonee Ponds,t,515000,111,2006
Moonee Ponds,h,1100000,,
Moonee Ponds,u,330000,39,2014
Moonee Ponds,h,1145000,,
Moonee Ponds,h,1322000,192,1930
Moonee Ponds,h,1015000,125,1910
Moonee Ponds,h,750000,,
Moonee Ponds,h,1013000,,
Moonee Ponds,h,840000,136,1910
Moonee Ponds,h,1150000,,
Moonee Ponds,h,1900000,261,1925
Moonee Ponds,t,890500,,1950
Moonee Ponds,h,2340000,372,2009
Moonee Ponds,h,1370000,,
Moonee Ponds,h,1400000,160,1890
Moonee Ponds,h,1310000,,
Moonee Ponds,h,1833000,,
Moonee Ponds,h,855000,,
Moonee Ponds,h,930000,,1900
Moonee Ponds,h,1640000,329,1920
Moonee Ponds,h,1480000,142,1910
Moonee Ponds,u,672000,,1989
Moonee Ponds,u,410000,59,1970
Moonee Ponds,t,980000,168,2004
